track_id,track_name,artist_spotify,macro_genre,danceability,energy,valence,popularity,year
1SdItcSOTD14tvIo8UzA6k,Summer Vibe,Forrest Nolan,Pop,0.891,0.627,0.922,61,2021
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics;Annie Lennox;Dave Stewart,Rock/Alternative,0.692,0.711,0.875,82,2021
1TlpbpfYVARNDAafsXN217,Date Ur Fada,Ebony,Electronic/Dance,0.895,0.657,0.929,45,2021
1UHATOi2uLeTk3UHKBwR30,if depression gets the best of me,Zevia,Acoustic/Folk,0.51,0.184,0.217,59,2021
1VVFJeC7AWaDcC6eCr3XqV,ないない,ReoNa,Other,0.626,0.758,0.821,53,2021
1Wdj4wRDYS7aT4CoPS0mAH,You Are Enough,Sleeping At Last,Other,0.593,0.5,0.465,73,2021
1Wvph9sXg6DRI0sVj0xsoy,Pal Wahi Hai,Karthik Rao;Noxious D,Acoustic/Folk,0.751,0.623,0.509,31,2020
1XFHbzTikXks9CsMq4v8Q3,Not So Bad (feat. Emie),Yves V;Ilkay Sencan;Emie,Electronic/Dance,0.74,0.674,0.231,65,2020
1XFZMenJ30FfGOsj8X5sqf,Khulke Jeene Ka,A.R. Rahman;Arijit Singh;Shashaa Tirupati,Pop,0.676,0.544,0.533,57,2020
1Xi84slp6FryDSCbzq4UCD,Arcade,Duncan Laurence,Pop,0.45,0.329,0.266,80,2020
1Yk0cQdMLx5RzzFTYwmuld,Hello,Adele,Other,0.578,0.43,0.288,74,2021
1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,Pop,0.584,0.836,0.484,74,2021
1ZLrDPgR7mvuTco3rQK8Pk,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN;Conor Maynard;Sam Feldt,Pop,0.737,0.747,0.447,73,2020
1aIhAX6324JZmhNnGltwkK,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",Arijit Singh,Pop,0.559,0.541,0.309,56,2020
1aW9qzUsXGbyhT3NPCWwdT,"Further Up (Na, Na, Na, Na, Na)",Static & Ben El;Pitbull,Pop,0.8,0.876,0.912,57,2020
1ayaOin9hxCtyhg4UsBTpg,Kick It,NCT 127,Pop,0.681,0.847,0.507,63,2020
1bObrsJGW0UCIGZkvnDqbe,Stop This Flame,Celeste,Other,0.752,0.702,0.324,60,2020
1c1sdxrYLIiuJOlE7PPttb,Love Me Now (feat. Zoe Wees),Kygo;Zoe Wees,Electronic/Dance,0.662,0.489,0.506,72,2021
1cQQk3EyZsWrbIzRBz68P9,Me and My Girlfriend,Sidhu Moose Wala,Hip-Hop/Rap,0.698,0.799,0.746,57,2021
1d6XDNrd6AjQiGHHVnTrfv,Never Change,Dustystaytrue,Other,0.509,0.614,0.456,54,2020
1dcNEEtODRVZEevQ20Cgmy,Nangangamba,Zack Tabudlo,Acoustic/Folk,0.62,0.547,0.208,70,2021
1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay;Offset;Moneybagg Yo,R&B/Soul,0.88,0.575,0.671,78,2021
1eWWdO6oIBdJT8SCXaYCYV,Tu Foto Del DNI,Marmi;Aitana,Other,0.488,0.922,0.52,61,2020
1eyek0KJEh2v5HQ9uQSybb,Modern Loneliness,Lauv,Other,0.702,0.508,0.143,63,2020
1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")",Sachet Tandon;Sachet-Parampara,Pop,0.308,0.585,0.345,68,2020
1fzAokzOONl4XEPUFoammu,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik;Arijit Singh,Pop,0.562,0.519,0.415,52,2020
1gAPybZsQhhr7L8WgDneyj,All I Need,Slushii;Aviella,Electronic/Dance,0.82,0.948,0.551,56,2020
1iFgG6BeEPTbXsAok6zYxR,Therapy,Andrew Garfield;Vanessa Hudgens,Other,0.554,0.593,0.618,62,2021
1iIhGHzzrzqQfuNkFI2qAn,Any song,ZICO,Pop,0.874,0.787,0.896,67,2020
1iJBSr7s7jYXzM8EGcbK5b,To Begin Again,Ingrid Michaelson;ZAYN,Acoustic/Folk,0.438,0.359,0.12,57,2021
1iQDltZqI7BXnHrFy4Qo1k,Trampoline (with ZAYN),SHAED;ZAYN,Other,0.619,0.459,0.498,69,2020
1iZLpuGMr4tn1F5bZu32Kb,Bijlee Bijlee,Harrdy Sandhu,Pop,0.795,0.67,0.643,74,2021
1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,Clinton Kane,Acoustic/Folk,0.422,0.34,0.223,77,2021
1jxGBe4s8FwL2ZeNWszVuu,I'm Gonna Love You,D.O.;Wonstein,Pop,0.519,0.445,0.505,66,2021
1k1Bqnv2R0uJXQN4u6LKYt,Ain't No Sunshine,Bill Withers,R&B/Soul,0.527,0.415,0.515,79,2020
1k9dLBzwep1k1eGP0Ec8ZK,Thank You Lord (feat. Thomas Rhett & Florida Georgia Line),Chris Tomlin;Thomas Rhett;Florida Georgia Line,Other,0.667,0.87,0.695,58,2020
1kJL5ouqpWRitSej8fdTor,GOAT,Sidhu Moose Wala,Hip-Hop/Rap,0.724,0.728,0.47,64,2021
1kMlcLyljkrShV0LSdSGBz,Yesterday,Official HIGE DANdism,Other,0.541,0.8,0.56,53,2020
1ko2lVN0vKGUl9zrU0qSlT,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.;Bill Withers",Jazz/Blues,0.749,0.497,0.585,77,2020
1lhm29o3syw122xynSKaAK,Love Me Like That,Sam Kim,Pop,0.59,0.294,0.461,71,2021
1m0UFnuTktOkksvjbF9z0m,Ramenez la coupe à la maison,Vegedream,Other,0.808,0.661,0.804,72,2021
1nDOeWBfRKA5YNQ8bKWzMM,head first,Christian French,Other,0.909,0.392,0.61,64,2020
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,Sara Kays,Pop,0.679,0.61,0.554,76,2020
1ng36571Iyov4HBxUClySn,Pepper,Butthole Surfers,Rock/Alternative,0.631,0.804,0.671,64,2020
1oR0JPBlacz2cwcphSmzgi,Pambaram,Street Academics,Other,0.823,0.578,0.567,45,2020
1orM67pmkNc4alrZkWjYkV,Naach Meri Rani,Guru Randhawa;Nikhita Gandhi;Tanishk Bagchi;Nora Fatehi,Hip-Hop/Rap,0.676,0.488,0.151,63,2020
1puWjVZrdvVGsR6RFz14Ca,Broken Heart of Gold,ONE OK ROCK,Rock/Alternative,0.451,0.712,0.119,49,2021
1q0PYXTbDsirp2l74ng6pn,In Da Getto,J Balvin;Skrillex,Latin,0.924,0.723,0.643,70,2021
1r6sFC5J0p9r3jcfIoSGDM,Taaron Ke Shehar,Neha Kakkar;Jubin Nautiyal;Jaani,Pop,0.441,0.61,0.348,67,2020
1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,Rock/Alternative,0.728,0.783,0.555,86,2021
1roCmBlcpV7LzsmB7pmCyt,Let Me Down Slowly (feat. Alessia Cara),Alec Benjamin;Alessia Cara,Other,0.655,0.569,0.44,71,2020
1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,Rock/Alternative,0.579,0.904,0.681,81,2020
1rvJahl2EPy25dSsBNzTr4,"Adipoli (From ""Think Originals"")",Siddhu Kumar;Vineeth Sreenivasan;K. Sivaangi,Pop,0.573,0.6,0.706,65,2021
1sIIlVrnPhrvmTrHtzM7tV,点描の唄,Mrs. GREEN APPLE;Sonoko Inoue,Other,0.502,0.632,0.308,72,2020
1sUdq3kWa9dJXHu3eYOUll,"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,Pop,0.772,0.788,0.574,71,2020
1sgDyuLooyvEML4oHspNza,Lose Somebody,Kygo;OneRepublic,Electronic/Dance,0.58,0.586,0.507,74,2020
1smFN2CLqGROu0J0UyvDfL,Shayad,Pritam;Arijit Singh,Other,0.483,0.468,0.319,74,2020
1sx0XsWUusUoPstbvokZjP,A-O-K,Tai Verdes,Pop,0.731,0.626,0.862,77,2021
1t2qYCAjUAoGfeFeoBlK51,Black Mamba,aespa,Pop,0.52,0.915,0.5,70,2020
1uM8TxVMxmiwP8b6pZxUeQ,Cold World,Eric Reprid,Other,0.815,0.711,0.336,61,2021
1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,Pop,0.422,0.302,0.123,79,2021
1w9L6dvttZalWd8XqFYvSa,Isabelle,Zach Hood,Acoustic/Folk,0.678,0.716,0.627,72,2021
1wcr8DjnN59Awev8nnKpQ4,Drunk-Dazed,ENHYPEN,Other,0.599,0.869,0.453,75,2021
1xIqDFx3KdByBnKMlTECcM,Coming for You (feat. A1 x J1),SwitchOTR;A1 x J1,Other,0.813,0.481,0.842,74,2021
1xSCr5uIndaHKFdO4s2V6B,Satya,DIVINE,Hip-Hop/Rap,0.598,0.804,0.322,64,2020
1xoQjCAP6a63tZXbsMziXk,Bombay to Punjab,Deep Jandu;DIVINE,Hip-Hop/Rap,0.584,0.739,0.361,60,2020
1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,Pop,0.385,0.464,0.15,72,2020
1yoMvmasuxZfqHEipJhRbp,Hawái,Maluma,Latin,0.783,0.727,0.558,77,2020
1zd35Y44Blc1CwwVbW3Qnk,群青,YOASOBI,Pop,0.725,0.853,0.707,74,2021
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake;Wizkid;Kyla,Hip-Hop/Rap,0.792,0.625,0.37,85,2021
1zoyteFQmeUUqyOl2Xznpy,Tamed-Dashed,ENHYPEN,Other,0.568,0.809,0.709,70,2021
1zzxoZVylsna2BQB65Ppcb,X Gon' Give It To Ya,DMX,Other,0.761,0.899,0.673,74,2021
20McUFi8KCIVdNDLrkTDuZ,Goosebumps,HVME,Electronic/Dance,0.767,0.659,0.439,75,2020
20R4HfKloPKgXDqU7UKk3x,Therefore I Am,Billie Eilish,Other,0.879,0.365,0.663,73,2021
21HfdERaOGBeHWf06igIzs,Tujhse Mehka,Prashant Soni,Acoustic/Folk,0.494,0.419,0.373,38,2021
21NeQgKhabORuZ3pfsPfz5,I Can't Hate You,Kayou.;yaeow,Other,0.693,0.438,0.191,60,2020
21UPL4RXZPmg2TZ2DgWADj,Feels Like You,Faime,Other,0.848,0.352,0.571,63,2020
21aOLk12MksET8AsbU0SI6,LO$ER=LO♡ER,TOMORROW X TOGETHER,Pop,0.644,0.867,0.687,75,2021
21xzFXSL2XkZ2mIzDDAqTK,God Must Hate Me,Catie Turner,Acoustic/Folk,0.459,0.304,0.072,67,2021
228KhdItMua78vrhM342UT,Ad Kolima,Demeter;ISHNLV,Electronic/Dance,0.812,0.743,0.63,53,2021
22sQUmLhT8umlEhQzDrzfJ,第六感,Reol,Other,0.675,0.959,0.835,60,2020
239yM7BAQ2CkNc61ogPGXo,Shot in the Dark,John Mayer,Acoustic/Folk,0.741,0.556,0.587,63,2021
23zmMwD99ROi9yhxqMxWil,Segunda Taça - Ao Vivo,João Bosco & Vinicius;Matheus,Other,0.61,0.867,0.717,56,2020
24SDeYAeTFda8OUzVI1VR6,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Popcaan;Drake;PARTYNEXTDOOR,Electronic/Dance,0.571,0.747,0.635,64,2020
24Yi9hE78yPEbZ4kxyoXAI,Roses - Imanbek Remix,SAINt JHN;Imanbek,Electronic/Dance,0.77,0.724,0.898,81,2020
24nK8tW7Pt3Inh2utttuoG,HIP,MAMAMOO,Pop,0.782,0.731,0.824,71,2020
25GyyK9CyZRiDCsPY51fIT,Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay;Fivio Foreign;Kay Flock,R&B/Soul,0.545,0.82,0.357,69,2021
25MPTnqXQB1H6OkwSYUXWx,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,Pop,0.384,0.728,0.311,66,2020
273QnyCvJB65rScHJ1nPZb,Make You Feel My Love,Adele,R&B/Soul,0.317,0.172,0.0963,77,2021
2769RhOZs0ezRncRW1vryp,Till Forever Falls Apart,Ashe;FINNEAS,Other,0.509,0.498,0.283,69,2021
278JqkBGkjDovOYAwE8TW7,115万キロのフィルム,Official HIGE DANdism,Other,0.516,0.791,0.48,72,2020
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,Hip-Hop/Rap,0.736,0.704,0.894,86,2021
27OeeYzk6klgBh83TSvGMA,WITHOUT YOU,The Kid LAROI,Hip-Hop/Rap,0.662,0.413,0.467,80,2020
27XMmSWSOXJ7eVb40tH93T,MEMORIES!,347aidan,Other,0.835,0.381,0.31,76,2021
27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),Clean Bandit;Mabel;24kGoldn,Electronic/Dance,0.779,0.705,0.946,73,2020
292h0AOEEmddv9wIWnrDl4,Is It Cold In The Water?,SOPHIE,Other,0.233,0.39,0.0565,43,2021
29VVYrV5TVpGu0IfoTXlcw,Renegades,ONE OK ROCK,Other,0.536,0.857,0.332,55,2021
29m79w9xPMH4YCD6r8JSmV,Excuses,AP Dhillon;Gurinder Gill;Intense,Hip-Hop/Rap,0.837,0.717,0.494,82,2021
2AHnmlkyZbnxqSA66B7jK3,Don't Shut Me Down,ABBA,Other,0.719,0.604,0.565,62,2021
2AlYncTpVHKwHb55F9lF6O,Deep End Freestyle,Sleepy Hallow;Fousheé,R&B/Soul,0.868,0.479,0.776,67,2020
2AuWgceaQyfMoI3EGavwGb,No Me Ame,Rvssian;Anuel AA;Juice WRLD,Latin,0.68,0.766,0.28,63,2020
2B4GHvToeLTOBB4QLzW3Ni,Pepas,Farruko,Latin,0.762,0.766,0.442,74,2021
2BEcap3xJtmiPaHKyfQi4e,Nostálgico,Rvssian;Rauw Alejandro;Chris Brown,Latin,0.734,0.846,0.604,80,2021
2BcPFQ7nrtUObgAs72xaac,Vaathi Coming,Anirudh Ravichander;Gana Balachandar,Hip-Hop/Rap,0.643,0.952,0.585,61,2021
2BgEsaKNfHUdlh97KmvFyo,2002,Anne-Marie,Electronic/Dance,0.697,0.683,0.603,82,2020
2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,Pop,0.536,0.768,0.545,80,2020
2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira;Freshlyground,Electronic/Dance,0.766,0.873,0.743,79,2021
2DEZmgHKAvm41k4J3R2E9Y,Safaera,Bad Bunny;Jowell & Randy;Ñengo Flow,Latin,0.607,0.829,0.685,80,2020
2DmRXiyn03tOqKgEJXlaiJ,Oh my god,(G)I-DLE,Pop,0.794,0.762,0.482,70,2020
2DuPBbS5mIldXnh7Wum8Cy,My Little Love,Adele,Other,0.339,0.492,0.102,70,2021
2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,Brenda Lee,Rock/Alternative,0.589,0.472,0.898,71,2020
2FCXQHugkoHE1K3tiDu8pu,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik;Arijit Singh,Pop,0.562,0.519,0.415,72,2020
2FGh2ref26EwA3Z5st5oHb,Hold On (feat. Cheat Codes) - 2020 Edit,MOGUAI;Cheat Codes,Electronic/Dance,0.622,0.802,0.764,52,2020
2FRnf9qhLbvw8fu4IBXx78,Last Christmas,Wham!,Other,0.735,0.478,0.947,74,2020
2FSGUA0gFgGeQdprjtGM2M,EL MAKINON,KAROL G;Mariah Angeliq,Latin,0.635,0.706,0.443,79,2021
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk;Pharrell Williams;Nile Rodgers,Other,0.794,0.811,0.862,82,2021
2Fv2injs4qAm8mJBGaxVKU,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh;Mithoon,Pop,0.427,0.396,0.306,72,2020
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,Other,0.701,0.425,0.562,84,2020
2FymmKBuog0loCuNXMwQID,Ready to love,SEVENTEEN,Pop,0.668,0.705,0.549,70,2021
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,Rock/Alternative,0.611,0.797,0.518,82,2020
2GqCEJpzmD81AJ2H0Hyz5T,Taca a Xereca pra Mim,MC Kaique da VP,R&B/Soul,0.953,0.449,0.491,63,2021
2ILz4eU7UCTv0Wup7F5lVt,なにやってもうまくいかない,meiyo,Pop,0.872,0.814,0.829,60,2021
2IoZMG3RqiTmsy7Li3zGFg,"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon;Parampara Tandon;Sachet-Parampara,Pop,0.376,0.643,0.646,67,2020
2J2Z1SkXYghSajLibnQHOa,Unstoppable,Sia,Electronic/Dance,0.468,0.779,0.26,81,2021
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,Latin,0.644,0.648,0.44,87,2021
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,Pop,0.73,0.703,0.595,80,2020
2KnuaZYoGzDoHiBTNYOTXG,Billie Bossa Nova,Billie Eilish,Other,0.895,0.389,0.549,76,2021
2L95U6syP0bV3fkYYOzmiW,La Mamá de la Mamá,El Alfa;Chael Produciendo;CJ;El Cherry Scom,Latin,0.922,0.927,0.796,72,2021
2LScqpywMqGcnum6nNaxXX,"Yes Sir, I Can Boogie",Baccara,Other,0.454,0.769,0.491,63,2020
2MJz8BxxMsERULatmBikDH,At My Worst,Pink Sweat$,Other,0.813,0.415,0.667,76,2021
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow;Tory Lanez;DaBaby;Lil Wayne,Pop,0.904,0.723,0.835,76,2020
2MlOUXmcofMackX3bxfSwi,Jerusalema (feat. Nomcebo Zikode),Master KG;Nomcebo Zikode,Electronic/Dance,0.88,0.483,0.827,74,2020
2NBYiYtI4v1ujkhHZBq3xw,Invincible (feat. Stefflon Don),Sidhu Moose Wala;Stefflon Don,Hip-Hop/Rap,0.774,0.672,0.307,66,2021
2NTVtNcpC0i1R7LVGaCZCF,Jugnu,Badshah;Nikhita Gandhi,Hip-Hop/Rap,0.716,0.803,0.325,74,2021
2NWVdwbd2hPIzC2lyf4y63,Moral of the Story (feat. Niall Horan),Ashe;Niall Horan,Other,0.599,0.374,0.224,67,2020
2PEo8JQ48mfEv8a2HLqDvt,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",Sachin-Jigar;Rashmeet Kaur;Shamur;IP Singh,Hip-Hop/Rap,0.875,0.846,0.697,69,2021
2PYMEHAGYp28l3t0iBYglI,Só Penso no Lar / Mande um Sinal / Porradão / Modo Avião - Ao Vivo,Kamisa 10,Other,0.35,0.75,0.463,44,2020
2PcGqmKToUz0s65q1Acg7d,SPACESHIP,AP Dhillon;Shinda Kahlon;Gminxr,Hip-Hop/Rap,0.69,0.683,0.549,73,2021
2QFyOnJfJ49OnNgMvKXvTM,Turning Page,Sydney Rose,Acoustic/Folk,0.404,0.0182,0.114,67,2021
2QI91Tq1F2Tl0slIaSegs1,GOT MY NUMBER,Monsta X,Pop,0.739,0.474,0.513,63,2021
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,Rock/Alternative,0.612,0.807,0.398,93,2020
2RfntUR79sYuQQmnVSYcSs,Presentinho - Ao Vivo No Rio De Janeiro / 2019,Guga Nandes,Other,0.645,0.564,0.721,51,2020
2Ryp5LkAWyJwRqoFd8N7Kk,move,brb.,Other,0.661,0.633,0.782,62,2021
2SabxRgV7VMc1LRHgw0HIo,nuts (feat. rainy bear),Lil Peep;rainy bear,Other,0.576,0.741,0.143,80,2021
2SazZ5d4m9G5IWu5xdMjZf,Satisfy,Sidhu Moose Wala;Shooter Kahlon,Hip-Hop/Rap,0.683,0.8,0.748,62,2021
2T7E6Gl6XxB8UnuqrufqYT,Given-Taken - Japanese Ver.,ENHYPEN,Other,0.581,0.68,0.438,52,2021
2TCrYxhFs1CTFupauXzbIm,Regret,Sidhu Moose Wala,Hip-Hop/Rap,0.348,0.636,0.466,62,2021
2TE4xW3ImvpltVU0cPcKUn,Merry Christmas Everyone,Shakin' Stevens,Rock/Alternative,0.534,0.904,0.96,63,2020
2TH65lNHgvLxCKXM3apjxI,Callaita,Bad Bunny;Tainy,Latin,0.61,0.624,0.244,80,2020
2U0BLmYoSESYOdwMxW2yA9,"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon;Arijit Singh,Pop,0.285,0.238,0.213,60,2020
2USlegnFJLrVLpoVfPimKB,Thunder,Gabry Ponte;LUM!X;Prezioso,Electronic/Dance,0.67,0.896,0.403,80,2021
2UZZtkoLOg7IHxeTAdPFvd,Weightless Part 1,Marconi Union,Other,0.0783,0.206,0.0807,67,2020
2VRcLEvQCMByWBuvM9gaJ2,Oz.,yama,Pop,0.403,0.723,0.441,59,2021
2Vw94w6FxCyaYwyCivi9Py,Tere Naal,Tulsi Kumar;Darshan Raval,Pop,0.315,0.491,0.245,62,2020
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,Other,0.866,0.438,0.695,68,2020
2W779g2UrRZtVdf3FcEOO1,In My Mind,Lyn Lapid,Pop,0.668,0.392,0.323,73,2021
2X5AFygz5SDYlXagyPw8kX,Binibini,Zack Tabudlo,Acoustic/Folk,0.642,0.374,0.0979,67,2021
2X72RoxsswQEfzOWYDSBWD,Rahogi Meri,Pritam;Arijit Singh,Other,0.453,0.424,0.253,50,2020
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,Bad Bunny;ROSALÍA,Latin,0.856,0.618,0.391,82,2020
2XdcUAsMCuNMaWLmXIhdjW,Dead Butterflies,Architects,Rock/Alternative,0.433,0.863,0.425,56,2021
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,MGMT,Rock/Alternative,0.705,0.712,0.62,83,2020
2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,Lil Nas X;Billy Ray Cyrus,Hip-Hop/Rap,0.878,0.619,0.639,79,2020
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes;Justin Bieber,Electronic/Dance,0.652,0.383,0.549,74,2020
2ZRo7axmMPeSVUvDbGkJah,Hope,XXXTENTACION,Other,0.592,0.457,0.225,86,2021
2ZqzELrxZZyeTPSR7GZBH4,Yaar Azhaippadhu,Ghibran;Sid Sriram,Pop,0.626,0.525,0.45,61,2021
2aTKrdenCq5qBOoJPFdn4P,Here's Your Perfect,Jamie Miller,R&B/Soul,0.558,0.454,0.424,78,2021
2bPWLtJe3v33z1j40sWB8a,Strange (feat. Hillary Smith),Kris Bowers;Hillary Smith,Jazz/Blues,0.251,0.15,0.0727,59,2021
2bZIDMpzVooosmPHn0tHnd,STEREOTYPE,STAYC,Pop,0.605,0.805,0.738,71,2021
2c6xRsQBv7pynuhYhWoHxo,Woman Like Me,Adele,Other,0.594,0.37,0.329,65,2021
2cGxRwrMyEAp8dEbuZaVv6,Instant Crush (feat. Julian Casablancas),Daft Punk;Julian Casablancas,Other,0.775,0.585,0.518,76,2021
2cVJDlu9jmkPUeuJxA6v8i,"Master the Blaster (From ""Master"")",Anirudh Ravichander;Bjorn Surrao,Hip-Hop/Rap,0.756,0.816,0.899,60,2021
2cc8Sw1OnCuA5bV8nqWqpE,You,Regard;Troye Sivan;Tate McRae,Electronic/Dance,0.691,0.695,0.514,76,2021
2ccThCjEt1t1SF72mP7as2,Few Days,Amantej Hundal;Karan Aujla,Hip-Hop/Rap,0.797,0.627,0.526,59,2021
2dWNKXTs5z7Iu1g0kYh4Xe,My Heart Goes (La Di Da) (feat. Topic),Becky Hill;Topic,Electronic/Dance,0.695,0.781,0.456,72,2021
2e8zEzmedii6VKaV2852rl,Queen of Hearts,Starla Edney,Rock/Alternative,0.805,0.682,0.462,63,2020
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,Pop,0.609,0.692,0.454,90,2021
2elEVvWjPZltkotzcCwKvM,The Blessing - Live,Kari Jobe;Cody Carnes;Elevation Worship,Other,0.411,0.562,0.197,61,2020
2enk2whIgJyoe0O9HRQZJV,Seu Beijo Joga Sujo,Avine Vinny;Jorge,Other,0.377,0.608,0.703,49,2020
2exdDhuNjyxtmJIKkbSWbo,YESSIR!,Rarin,Other,0.769,0.612,0.394,62,2020
2ez6qvOTHKeI3ss80NGqnI,Trampoline (with ZAYN),SHAED;ZAYN,Other,0.619,0.459,0.498,67,2020
2gNMXJDKRmKWuevBGjN8wo,3:59 AM,DIVINE,Hip-Hop/Rap,0.669,0.588,0.237,67,2020
2gT72HL4Y84K2Mle3miAMJ,DiE4u,Bring Me The Horizon,Rock/Alternative,0.355,0.919,0.259,69,2021
2gvlPqqngL3BppFCwLXnVc,Future,Red Velvet,Pop,0.717,0.868,0.552,62,2020
2gz4mdVCGRqX6NrWWE7vOE,Shy Girl,Kedam,Other,0.788,0.711,0.13,60,2020
2hDe0Ls5mVqs1XJqv7sbcM,Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA;Enrique Iglesias,Latin,0.735,0.916,0.691,61,2020
2hhFpD32iXUd4GaCu6T4wn,Everyday Normal Guy 2,Jon Lajoie,Other,0.823,0.731,0.876,75,2021
2hrUO4drrO63i7FYbCLBl2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit;Sean Paul;Anne-Marie,Electronic/Dance,0.717,0.73,0.792,72,2020
2iXcvnD3d1gfLBum0cE5Eg,Tutti Frutti,Little Richard,Rock/Alternative,0.555,0.658,0.937,65,2020
2ikI9Y7PCPIavU0TMSpF31,Saza-E-Maut,KR$NA;Raftaar,Hip-Hop/Rap,0.84,0.837,0.881,56,2021
2j1r3ubqqxuoTFaPVnTV1j,ANIMA,ReoNa,Other,0.455,0.918,0.498,61,2020
2j3GxEsbNYNeEzz86wDY4J,Love Is A Game,Adele,Other,0.269,0.591,0.228,67,2021
2jQQTuzwJWEtwayffAADIe,Pagal Iravai | Maraigirai,Pranav Das,Pop,0.531,0.475,0.301,61,2021
2jfLNlyUpxhFkoo1lJjiL3,City Life,Raghav Meattle,Other,0.647,0.45,0.339,41,2020
2kFHjWko1il6O9L3eK9IzG,"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",Leah Nobel,Acoustic/Folk,0.674,0.676,0.919,57,2021
2kS6td1yvmpNgZTt1q5pQq,Hayloft,Mother Mother,Rock/Alternative,0.527,0.922,0.49,78,2020
2kfGoV9a5dbSKCNmUWH2ZF,Turning Page,Sleeping At Last,Other,0.307,0.371,0.189,72,2020
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA;Daddy Yankee;KAROL G;J Balvin;Ozuna,Latin,0.786,0.808,0.609,76,2020
2m6Ko3CY1qXNNja8AlugNc,Angel Baby,Troye Sivan,Electronic/Dance,0.559,0.559,0.338,82,2021
2mKvEIvd912eg3FZ8WamMS,Bitch I'm Back,Sidhu Moose Wala,Hip-Hop/Rap,0.71,0.772,0.789,66,2021
2mjdDbL3mSAnAaJ7YYmMcP,Mor Bani & Kasumbi No Rang,Meghdhanush,Acoustic/Folk,0.277,0.728,0.326,33,2020
2n0U2OG5d6TuW5mKx7YrC0,Two Birds,Regina Spektor,Other,0.546,0.5,0.449,73,2021
2nC3QhMI9reBIOWutbU3Tj,Moral of the Story,Ashe,Other,0.572,0.406,0.265,76,2020
