track_id,track_name,artist_spotify,macro_genre,danceability,energy,valence,popularity,year
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,Rock/Alternative,0.352,0.911,0.236,86,2020
00EAiVX99rZ4rlYFLItPcC,声?,はてな,Other,0.42,0.964,0.584,52,2021
00EsQxsJv6vy7hEQN3jZWG,"Beginning Middle End - Always and Forever Mix)(From The Netflix Film ""To All The Boys: Always and Forever""",Leah Nobel,Acoustic/Folk,0.457,0.451,0.307,52,2021
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,Electronic/Dance,0.73,0.729,0.467,78,2020
018eOid2aGaPdxon7T6GsC,"Shayad (From ""Love Aaj Kal"")",Pritam;Arijit Singh,Other,0.487,0.456,0.348,68,2020
01BC4Xj5tfsfV8DLDrma7q,Ciao Adios,Anne-Marie,Electronic/Dance,0.694,0.853,0.501,65,2020
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,Pop,0.761,0.525,0.531,88,2020
02xwA3Ej9NPetftp9V7VZ3,好きだから。,『ユイカ』,Pop,0.607,0.498,0.714,65,2021
034KyQEk7IhbLtniVhBErj,17,Pink Sweat$,Other,0.558,0.364,0.252,63,2020
03m3kX5QmsPQaA1Xl5gfP4,Aaoge jab tum o sajna unplugged,Nitin Shukla,Other,0.501,0.0664,0.547,56,2021
042Sl6Mn83JHyLEqdK7uI0,Your Power,Billie Eilish,Other,0.632,0.284,0.208,77,2021
04aulIHjjQyDVUUmaFDy8w,Angetenar,Rompasso;Rich The Kid,Electronic/Dance,0.708,0.879,0.202,59,2021
04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,Other,0.614,0.318,0.112,85,2021
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,Rock/Alternative,0.526,0.978,0.451,74,2020
05bfbizlM5AX6Mf1RRyMho,AM Remix,Nio Garcia;J Balvin;Bad Bunny,Latin,0.743,0.655,0.785,79,2021
068HSvCf5MbQfhV4qqaelg,"Haan Main Galat (From ""Love Aaj Kal"")",Pritam;Arijit Singh;Shashwat Singh,Other,0.685,0.736,0.893,59,2020
06BRkkaJsqM9i6VZKDvUlK,Black Lungs,Architects,Rock/Alternative,0.462,0.932,0.46,58,2021
06XQvnJb53SUYmlWIhUXUi,怪物,YOASOBI,Pop,0.627,0.824,0.774,71,2021
06kxa3al7bUqRRo5nAFduZ,Nightlight,ILLENIUM;Annika Wells,Other,0.494,0.651,0.162,61,2020
06nKF46jG8p1zwyP4ziAyG,Pears,Weston Estate,Other,0.607,0.599,0.192,61,2021
06sV7v0pvyvTbssfNCUWR7,Set You Free,Maur;FABER,Other,0.601,0.927,0.525,58,2020
079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),Selena Gomez;Rauw Alejandro,Electronic/Dance,0.823,0.544,0.664,75,2021
07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,THE ANXIETY;WILLOW;Tyler Cole,Rock/Alternative,0.773,0.47,0.399,81,2021
08F16baYbciTva9P4BvpiI,MAFIA,Travis Scott,Electronic/Dance,0.855,0.492,0.385,72,2021
08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,Acoustic/Folk,0.375,0.457,0.415,75,2021
08YwAPnX8sygJUXG9rvhDv,ハルジオン,YOASOBI,Pop,0.687,0.873,0.884,62,2021
08kTa3SL9sV6Iy8KLKtGql,Kasoor,Prateek Kuhad,Acoustic/Folk,0.558,0.497,0.444,70,2020
09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae;Kali Uchis;Moliy,Rock/Alternative,0.87,0.523,0.319,79,2021
09u787BYeYIGd2mFIJ505t,Cry Your Heart Out,Adele,Other,0.756,0.713,0.59,66,2021
09vHbIezp9NP31CZWysk3v,"Najaa (From ""Sooryavanshi"")",Tanishk Bagchi;Pav Dharia;Nikhita Gandhi,Pop,0.786,0.727,0.697,70,2021
0AQ1twwDGVlIVpcHDkGkXD,Sleepless,D.O.D,Electronic/Dance,0.453,0.717,0.644,60,2021
0AUvWawuP0ibk4SQ3sIZjk,Daisy,Ashnikko,Other,0.834,0.663,0.774,71,2020
0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,grandson,Rock/Alternative,0.51,0.882,0.653,75,2020
0CawrCDxkBgaR2ImcpQYMm,So Good,OAFF;Kayan,Other,0.767,0.431,0.473,46,2021
0DWUfq7vSAArkz82XHnuGm,SEM LIMITES,WC no Beat;LUDMILLA;Vitão,R&B/Soul,0.721,0.599,0.665,44,2020
0Dfctnkk9xIikDKJ06uwzo,She's So Nice,Pink Guy,Other,0.828,0.577,0.587,64,2020
0DmAvNCAK08oCi7miSZUIY,Lasting Lover,Sigala;James Arthur,Electronic/Dance,0.676,0.786,0.483,72,2020
0DuWDLjriRPjDRoPgaCslY,Love In The Dark,Adele,Other,0.331,0.341,0.152,78,2021
0DxTEuqiERU7W4Cfy6IeLa,"Carnival of the Animals, R. 125: The Swan",Camille Saint-Saëns;Philippe Entremont;Gaby Casadesus;Yo-Yo Ma,Other,0.211,0.00756,0.0391,60,2021
0EhpEsp4L0oRGM0vmeaN5e,UN DIA (ONE DAY) (Feat. Tainy),J Balvin;Dua Lipa;Bad Bunny;Tainy,Latin,0.571,0.693,0.393,75,2020
0ErzcmZ2gIwX7X0xSMQPix,BOSS,NCT;NCT U,Pop,0.787,0.543,0.332,66,2020
0FOVGBW0RpVRuDuUuN4ZVw,ヨワネハキ,MAISONdes;和ぬか;asmi,Pop,0.78,0.814,0.59,65,2021
0FRavXSn6XmeItbuJR3VrR,Space Melody (Edward Artemyev) (feat. Leony),VIZE;Alan Walker;Edward Artemyev;Leony,Other,0.898,0.759,0.24,62,2021
0FoAlOXHI6KJ4RHP9v8jnw,Baby Girl,Guru Randhawa;Dhvani Bhanushali,Hip-Hop/Rap,0.815,0.801,0.533,59,2020
0G2zPzWqVjR68iNPmx2TBe,Volando - Remix,Mora;Bad Bunny;Sech,Latin,0.659,0.688,0.632,83,2021
0GTPmh5G40joBg93vcSQNq,Don't Say Goodbye (feat. Tove Lo),Alok;Ilkay Sencan;Tove Lo,Other,0.698,0.719,0.364,73,2020
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,Maluma;The Weeknd,Latin,0.766,0.788,0.609,72,2020
0HDm8hVrpUDAXLmvortmoy,Jaadoogari,Anand Bhaskar Collective,Other,0.506,0.615,0.507,45,2021
0HEJUJcpslqRcH4r7Oro0p,Socha Na Tha,Karthik Rao;Shilpa Surroch,Acoustic/Folk,0.629,0.437,0.608,35,2020
0HL3y3bsKSARBSP0qaImwb,Carried Me With You,Brandi Carlile,Acoustic/Folk,0.639,0.666,0.372,62,2020
0HnbfIzOu6eLF8Kb1mT9Wl,Laaree Chootee,WORMONO;Tejas R.H,Other,0.303,0.349,0.337,66,2021
0IVkP59yJ9GFF6B7IrvrxA,Paper Bag,Fiona Apple,Other,0.709,0.446,0.843,65,2020
0Ie5uiv54KgCr7P4sYDTHl,Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel;Michael Bublé,Other,0.553,0.476,0.558,57,2020
0JAZWvvqttGFm4UMDsPQXC,Despeinada,Ozuna;Camilo,Latin,0.734,0.775,0.72,70,2020
0JjM9bKm4wrwohMslcm892,Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy;Tory Lanez;Tyga,Pop,0.803,0.759,0.284,68,2020
0JkIre0YxNmKGMU5V7ZiDx,Coward Of The County,Kenny Rogers,Country,0.652,0.433,0.675,64,2020
0KkIkfsLEJbrcIhYsCL7L5,China,Anuel AA;Daddy Yankee;KAROL G;Ozuna;J Balvin,Latin,0.786,0.808,0.608,70,2020
0LL0hFBywgFHO89WSp00xW,魔法,Myuk,Other,0.609,0.634,0.449,49,2021
0LWkaEyQRkF0XAms8Bg1fC,Party Up,DMX,Other,0.51,0.931,0.53,72,2021
0M1A9wInEHilyWkh4I8tWo,Lost In The Wild,WALK THE MOON,Rock/Alternative,0.483,0.77,0.386,67,2020
0MLZAgKQKHbPsJ12qHS860,Haan Main Galat,Pritam;Arijit Singh;Shashwat Singh,Other,0.683,0.737,0.919,59,2020
0MRg2bzlVhGQTi4ecu792k,Vardaan,Ajey Nagar (CarryMinati);Wily Frenzy,Hip-Hop/Rap,0.675,0.735,0.139,56,2021
0MWiSBKm8Avs8iDIxcertp,Kiss My (Uh Oh),Anne-Marie;Little Mix,Electronic/Dance,0.638,0.878,0.481,71,2021
0N8Xztr4pBHJ7V0moJWhbO,愛を伝えたいだとか,Aimyon,Acoustic/Folk,0.673,0.85,0.793,65,2020
0NLkVxf0PyxsXBG3EuZcJf,Gul,Anuv Jain,Other,0.6,0.294,0.342,71,2021
0NvGVd87SYZnryTcfQPKUO,Kali Kali Zulfon Ke,Madhur Sharma,Pop,0.612,0.495,0.433,73,2021
0P4AQdNDgEdi7J8mpgY8Jx,Khoya,Zariya;Aseem,Other,0.609,0.539,0.413,57,2020
0PukrHFus6hVBHku8hrS0Z,Habibi - German Remix,Ricky Rich;Dardan;Zuna,Other,0.772,0.598,0.318,63,2021
0QULNNd9z5s35entfiiXoa,Drunk (And I Don't Wanna Go Home),Elle King;Miranda Lambert,Jazz/Blues,0.612,0.884,0.626,75,2021
0Qj4YyHTtV01Fvfl2fibea,Cloud 9,Paravi,Pop,0.53,0.268,0.338,60,2021
0QpOqKz66ZxHNqj2PPHiFF,Backyard Boy,Claire Rosinkranz,Pop,0.817,0.634,0.453,62,2020
0Qxis7LXvwqhCO2qOKCmLX,Befikar,Tanzeel Khan;Aashna Hegde,Pop,0.7,0.502,0.407,67,2020
0RGp4KA9wvndxqPIWoKwnD,Yalgaar,Ajey Nagar (CarryMinati);Wily Frenzy,Hip-Hop/Rap,0.726,0.818,0.812,61,2020
0RoA7ObU6phWpqhlC9zH4Z,A Million Dreams,Ziv Zaifman;Hugh Jackman;Michelle Williams,Other,0.265,0.312,0.0998,74,2020
0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,Bad Bunny,Latin,0.86,0.758,0.453,79,2020
0T4AitQuq8IJhWBWuZwkFA,群青,YOASOBI,Pop,0.719,0.87,0.732,66,2020
0TaT50ZZxT4ytZxuqkE3A9,Why Can't This Be Love,Van Halen,Rock/Alternative,0.531,0.626,0.746,66,2020
0TkquWzzuxcrwbCWlTrKYF,Yaad Piya Ki Aane Lagi,Neha Kakkar;Tanishk Bagchi;Lalit Sen,Pop,0.858,0.833,0.693,65,2020
0Ult84lvFuqNvbyXwyRQ58,I Miss You (feat. Julia Michaels),Clean Bandit;Julia Michaels,Electronic/Dance,0.693,0.624,0.369,71,2020
0UzymivvUH5s8z4PeWZJaK,FEVER,ENHYPEN,Other,0.6,0.713,0.471,77,2021
0VF7YLIxSQKyNiFL3X6MmN,Stargazing,The Neighbourhood,Rock/Alternative,0.512,0.483,0.367,76,2021
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,Pop,0.514,0.73,0.334,91,2020
0Vu5tjvXZX3qtzRiezxLi1,Pirate,EVERGLOW,Pop,0.683,0.685,0.381,65,2021
0W7brFokN6QtGRNp32RCQP,Alone With You,Arz,Other,0.768,0.374,0.398,73,2021
0WSa1sucoNRcEeULlZVQXj,Can You Feel My Heart,Bring Me The Horizon,Rock/Alternative,0.15,0.859,0.354,81,2021
0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,Pop,0.695,0.727,0.864,71,2020
0WfOuXw05LJq4ik1lVvTzi,Apricots,Bicep,Other,0.819,0.599,0.489,63,2021
0X9MxHR1rTkEHDjp95F2OO,Bad Liar,Anna Hamilton,Acoustic/Folk,0.691,0.234,0.209,62,2020
0XwRlvv3KlOu4HWlOH34XG,Lover,Diljit Dosanjh,Pop,0.827,0.587,0.774,71,2021
0Y2i84QWPFiFHQfEQDgHya,People = Shit,Slipknot,Rock/Alternative,0.462,0.996,0.145,69,2021
0YMe6PHRbeDcN7KJdCG0bW,The Dress,Dijon,R&B/Soul,0.747,0.531,0.785,69,2021
0Z5ok0QLLttAKsujOZYOXf,Chasing Pavements,Adele,Other,0.616,0.47,0.325,74,2021
0Z99Xe1lGBmq60RwJ5YU18,PING PONG,HyunA&DAWN,Pop,0.855,0.87,0.863,68,2021
0ZHILXmUaVSLEOCWxPQ1ga,Makhna,Tanishk Bagchi;Yasser Desai;Asees Kaur,Pop,0.696,0.704,0.426,74,2020
0awuNCj9gwJEM0seER22DW,CHICKEN TENDIES,Clinton Kane,Acoustic/Folk,0.57,0.689,0.568,69,2021
0ayjyEFPDtTlWQcSbT407P,嘘じゃない,Soushi Sakiyama,Rock/Alternative,0.404,0.801,0.517,48,2021
0b11D9D0hMOYCIMN3OKreM,Into Your Arms (feat. Ava Max),Witt Lowry;Ava Max,Pop,0.504,0.788,0.228,77,2021
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic;Boney M.,Electronic/Dance,0.758,0.913,0.658,80,2021
0bI7K9Becu2dtXK1Q3cZNB,Don't Be Shy,Tiësto;KAROL G,Electronic/Dance,0.77,0.787,0.513,84,2021
0bRXwKfigvpKZUurwqAlEh,Lovely Day,Bill Withers,R&B/Soul,0.692,0.651,0.706,76,2020
0cSkn2l67csUljEy0EEBPn,炎,LiSA,Other,0.477,0.685,0.308,67,2020
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,Electronic/Dance,0.527,0.835,0.654,86,2021
0d2mj7p92bZEckjowsc1a4,Meteor,Architects,Rock/Alternative,0.429,0.957,0.249,55,2021
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,Acoustic/Folk,0.398,0.952,0.584,74,2021
0dSTbC1TcahlWOZV5C5OhI,Cut Me Loose - Edit,Jethro Heston;Max Marshall,Electronic/Dance,0.416,0.802,0.739,62,2021
0dnDTvdUco2UbaBjUtPxNS,Buttabomma - Telugu,Armaan Malik;Thaman S,Pop,0.666,0.644,0.89,64,2020
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,Hip-Hop/Rap,0.737,0.846,0.546,87,2021
0e9DDb2TnNwSv8lV1EpMuD,Notorious,Wazir Patar,Hip-Hop/Rap,0.829,0.615,0.525,62,2021
0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,Rock/Alternative,0.7,0.49,0.569,79,2021
0fIbPMXnTdyuW2UirA9mWQ,Pal Behta Jaaye,Vismay Patel,Other,0.776,0.223,0.196,68,2020
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin;Bad Bunny,Latin,0.754,0.646,0.429,88,2020
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,Other,0.604,0.366,0.13,85,2021
0gzu5mm36VJH2Zqu8sQPTf,Genda Phool (feat. Payal Dev),Badshah;Payal Dev,Hip-Hop/Rap,0.955,0.538,0.837,62,2020
0hFUtSsV2itYEUTZGj6w5H,"Aabaad Barbaad (From ""Ludo"")",Pritam;Arijit Singh,Other,0.626,0.522,0.628,63,2020
0iM1Ioz4N4p7MU1DKyqsov,Bad Guy,The Interrupters,Other,0.563,0.814,0.796,57,2020
0izUjTuDrUy2FgQOSRALSU,Lockdown,Koffee,Electronic/Dance,0.779,0.72,0.62,54,2020
0jJLwPDpyuZRpd800yScN0,Blurred,Kiasmos,Electronic/Dance,0.853,0.406,0.0825,50,2020
0jX6dTvc8U8Nevz7XBYjzR,Coffee Cup,Anthony Lazaro,Pop,0.75,0.284,0.593,48,2020
0jkGkwy510cvhy0jYPFme4,"Kingdom Dance - From ""Tangled""/Score",Alan Menken,Other,0.239,0.614,0.47,62,2021
0k4d5YPDr1r7FX77VdqWez,You Right,Doja Cat;The Weeknd,Electronic/Dance,0.828,0.621,0.436,84,2021
0mAswKg3RCbmXAV4KYTUxM,Aisay Kaisay,Hasan Raheem;Abdullah Kasumbi,Pop,0.577,0.428,0.401,63,2020
0mHGftgYtmpH4y17T3VZ2E,@ my worst,blackbear,Other,0.615,0.774,0.336,69,2021
0mJTAdmY8olbGQjopDYff3,Vaaste,Dhvani Bhanushali;Nikhil D'Souza;Tanishk Bagchi,Pop,0.444,0.479,0.315,69,2020
0msUPIvKP3q9itQBMT4mYd,Sitaron Ka Saaya,Nikhil Swaroop,Acoustic/Folk,0.407,0.178,0.194,32,2020
0nDEBQJ8uQY7fdeScUSDXQ,To Fazendo Falta / Desejo de Amar / Inaraí - Ao Vivo,Kamisa 10,Other,0.494,0.813,0.477,54,2020
0nm0bdksXzUJwJaB4pbCa9,DYING WISH,畠中 祐,Other,0.422,0.896,0.26,49,2020
0pYacDCZuRhcrwGUA5nTBe,eight(Prod.&Feat. SUGA of BTS),IU;SUGA,Pop,0.676,0.869,0.594,73,2020
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,Rock/Alternative,0.776,0.78,0.666,88,2020
0qMip0B2D4ePEjBJvAtYre,紅蓮華,LiSA,Other,0.541,0.977,0.263,74,2020
0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),Gym Class Heroes;Adam Levine,Electronic/Dance,0.646,0.795,0.796,82,2021
0qpkkotJY99wDV5jBGdDMn,The Reason Why,LXVI;SauceOnly,Other,0.638,0.757,0.311,32,2020
0ri0Han4IRJhzvERHOZTMr,At My Worst,Pink Sweat$,Other,0.813,0.415,0.667,74,2020
0sTlGEld0h8kIPZaKDYUf4,Notion,The Rare Occasions,Rock/Alternative,0.309,0.883,0.312,83,2021
0siYMEsGrzzzlWLXK5zJfS,BED,Joel Corry;RAYE;David Guetta,Electronic/Dance,0.671,0.782,0.618,76,2021
0td8QgmgwUwlbk58VKf6Fl,California,ill Nicky;Vibes Only,Other,0.611,0.804,0.602,39,2020
0tgBtQ0ISnMQOKorrN9HLX,Last Train Home,John Mayer,Acoustic/Folk,0.591,0.831,0.678,69,2021
0tgHIZlb1corln6Mbe7zFg,Chai Ki Katori,Tanay Mimani,Acoustic/Folk,0.792,0.329,0.461,33,2020
0tjnLIbuF8mwLUKq3CNIdH,Jug Jug Jeeve,Sachet Tandon;Parampara Tandon;Sachin-Jigar,Pop,0.559,0.632,0.699,70,2021
0tvPnYDLySJL9g7OHNJeyb,アカシア,BUMP OF CHICKEN,Pop,0.469,0.929,0.578,55,2020
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish;Khalid,Pop,0.351,0.296,0.12,89,2020
0ud4VAfTH1AOb904kWOTzJ,アンサー,花譜,Pop,0.596,0.518,0.475,46,2020
0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,Rock/Alternative,0.454,0.946,0.647,68,2020
0vR2rIVORmgeKiGIgNT0fV,By Your Side (feat. Tom Grennan),Calvin Harris;Tom Grennan,Electronic/Dance,0.733,0.96,0.811,74,2021
0vqw3BCyNr3DDVBmjD21H8,Libaas,Kaka,Pop,0.794,0.753,0.906,65,2020
0wCWfjqo0FV1CDseDGD0cV,Two Years Clear,Idi Akz,Other,0.695,0.552,0.665,66,2021
0xWl3d2OOeKJvbebz5lUlm,生命線,ReoNa,Other,0.422,0.67,0.551,51,2021
0xkGTPTijMU84dtHr3KQQi,Qaafirana,Arijit Singh;Nikhita Gandhi,Pop,0.417,0.433,0.207,71,2020
0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,KALEO,Rock/Alternative,0.489,0.505,0.337,78,2020
0y4YmA9UGpQnWdIFbWBHu0,Faceshopping,SOPHIE,Other,0.636,0.441,0.304,47,2021
0y5EJMV1PE3YPDUWMN314E,Maya,Chowraasta,Rock/Alternative,0.585,0.325,0.25,47,2020
0yCWDaAgOtg6TKlNCg9rwA,Tu Aake Dekhle,King,Hip-Hop/Rap,0.77,0.84,0.192,81,2021
0yKiMguQ0krHIg1mnZxHaC,Frozen Gold,MKAY,Other,0.88,0.309,0.592,65,2021
0ystGIV4kUJf6GIhgc6b6N,No Me Diga,Daphne Rubin-Vega;Stephanie Beatriz;Dascha Polanco;Leslie Grace;Melissa Barrera,Other,0.497,0.474,0.945,51,2021
0ytvsZOerGzUWfHXVT2Sgy,Eternal Youth,RŮDE,Other,0.655,0.487,0.0454,71,2020
0z8hI3OPS8ADPWtoCjjLl6,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes;Tainy,Electronic/Dance,0.776,0.808,0.494,82,2021
0zFcYzwaLbJAhg7bvSVavv,Mai Ni Meriye,Lost Stories;Jonita Gandhi;Ashwin Adwani,Electronic/Dance,0.616,0.505,0.671,52,2020
0zlaa4AmbFE7MVDijsyD9Q,Heat Above,Greta Van Fleet,Jazz/Blues,0.338,0.847,0.232,67,2021
0zoGVO4bQXG8U6ChKwNgeg,4:00A.M.,Taeko Onuki,Other,0.631,0.644,0.861,70,2021
0zzVTGyRrWpQu8Fr28NRAv,OK Not To Be OK,Marshmello;Demi Lovato,Electronic/Dance,0.743,0.837,0.263,75,2020
10ImcQk9tihY1EKMDIbvXJ,To Be Loved,Adele,R&B/Soul,0.356,0.176,0.289,70,2021
1170VohRSx6GwE6QDCHPPH,Kilby Girl,The Backseat Lovers,Pop,0.329,0.444,0.225,78,2020
11iIikXxC6NP0Ma8vMD27x,Alien Blues,Vundabar,Other,0.467,0.757,0.433,82,2021
142YjJNOuXjzeSDnB1ujw1,Sua amiga deu,MC Levin,R&B/Soul,0.947,0.556,0.426,58,2021
14YkNhtwblvxRzsx47gyKC,Prisoner,Raphael Lake;Aaron Levy;Daniel Ryan Murphy,Jazz/Blues,0.615,0.423,0.254,60,2020
154Jycdld9dX9rBLE6L3v4,寄り酔い,和ぬか,Pop,0.591,0.665,0.694,57,2021
15HNdxGKNCIO9pgaY4n7FU,Pretender,Official HIGE DANdism,Other,0.538,0.869,0.369,60,2020
15OCqNPYoLziEAsbVnqRj5,Good Without,Mimi Webb,Acoustic/Folk,0.616,0.576,0.269,69,2021
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,Electronic/Dance,0.498,0.59,0.0784,82,2021
16PmczUxlX7dpr6ror6pXd,Nike Ticks,YNG Martyr,Other,0.779,0.435,0.525,64,2020
16YZbdkJtyvsjV8UKOwQBB,Romantic Sunday,"Car, the garden",Pop,0.651,0.661,0.762,57,2021
16gW9O8A4rIMx5OOVlzsSn,Dear August,PJ Harding;Noah Cyrus,Acoustic/Folk,0.643,0.324,0.444,69,2021
172fMG26G2OoEzzg0wn26r,白日,King Gnu,Pop,0.599,0.891,0.694,67,2021
17bGtGqqaXOgVnhnfx5NlE,Looking for Me,Paul Woolford;Diplo;Kareen Lomax,Electronic/Dance,0.641,0.529,0.449,63,2020
185Wm4Mx09dQG0fUktklDm,ラブレター,YOASOBI,Pop,0.662,0.86,0.69,62,2021
18SRNuYjTHSRiNcnWwKrbA,Isolation,Zach Diamond,Other,0.701,0.599,0.514,60,2020
18e3XXYCv4Tx8uUl1mP3CN,Balam Pichkari,Pritam;Vishal Dadlani;Shalmali Kholgade,Other,0.732,0.944,0.957,64,2020
19EZKr7Kf0XWCcspyWL8Rp,Celebrity Killer (feat. Tion Wayne),Sidhu Moose Wala;Tion Wayne,Hip-Hop/Rap,0.714,0.72,0.592,66,2021
19Hg1UCZaCdpHB37L7x63X,EVERYTHING,The Black Skirts,Pop,0.54,0.373,0.387,70,2021
19O4hCGGm95UhvIyhwnNT5,"Thooriga - From ""Navarasa""",Karthik,Pop,0.662,0.688,0.365,64,2021
1BKT2I9x4RGKaKqW4up34s,Ruff Ryders' Anthem,DMX,Other,0.88,0.577,0.74,70,2021
1BPBwKueIEMnUcbbs2te7B,NUMB,Chri$tian Gate$,Other,0.682,0.598,0.823,73,2021
1CM4rFDU9q4EoLy2K44qE6,"Naah Goriye (From ""Bala"")",B Praak;Harrdy Sandhu;Swasti Mehul,Pop,0.823,0.765,0.715,64,2020
1CsRoIeHaHRysPMoEaKRoQ,Tum Mile - Lofi Flip,KSW;Neeraj Shridhar;Pritam,Other,0.711,0.579,0.21,65,2021
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,R&B/Soul,0.878,0.525,0.694,77,2020
1DFD5Fotzgn6yYXkYsKiGs,Piece Of Your Heart,MEDUZA;Goodboys,Electronic/Dance,0.677,0.744,0.631,77,2020
1DaAutoHzKChLZarAMfk2T,Pupila,Péricles,Other,0.703,0.543,0.949,47,2020
1EQFOouqdKYdpbNoOHRVO2,abcdefu (angrier),GAYLE,Rock/Alternative,0.671,0.599,0.448,72,2021
1Ef0TmgS1QrVO6tKHrMMmH,"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,Pop,0.695,0.729,0.872,58,2021
1EuQFujqMzy76oZZ7R2xNO,Pahadon Mein,Salman Elahi,Other,0.776,0.477,0.774,57,2020
1Fhb9iJPufNMZSwupsXiRe,beside you,keshi,Other,0.711,0.747,0.852,75,2021
1Fid2jjqsHViMX6xNH70hE,Atlantis,Seafret,Acoustic/Folk,0.4,0.479,0.213,90,2021
1GVkrFVc94CTjm9bdSmGjp,Feet Don't Fail Me Now,Joy Crookes,R&B/Soul,0.662,0.84,0.568,61,2021
1GWtUkDQk7XC35r7kTPfqx,Amazonia,Gojira,Rock/Alternative,0.382,0.954,0.513,59,2021
1GbyYL0B0Mjn3kSbrEwKKI,The Power Of Love,Frankie Goes To Hollywood,Pop,0.46,0.162,0.102,63,2021
1GkHyypTFkUf0QQKwYoXH4,You (with Marshmello & Vance Joy),benny blanco;Marshmello;Vance Joy,Other,0.668,0.563,0.305,68,2021
1Gz2E1chOzRyhFXHJYWw8y,Pump the Brakes,Dom Dolla,Electronic/Dance,0.813,0.668,0.495,59,2021
1HFblnk2Twji0kDogp9D1o,GTA,Rarin,Other,0.685,0.644,0.471,65,2020
1Hy2ZRkFGC3P47r6lDX2sy,Luna,Diljit Dosanjh,Pop,0.814,0.684,0.893,58,2021
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Chris Brown;Young Thug,Electronic/Dance,0.755,0.578,0.581,78,2020
1K61P0kbiT6cJzh77NnxFg,My Person,Spencer Crandall,Country,0.567,0.757,0.754,55,2020
1KHdq8NK9QxnGjdXb55NiG,Falling in Love at a Coffee Shop,Landon Pigg,Acoustic/Folk,0.489,0.561,0.238,58,2021
1KixkQVDUHggZMU9dUobgm,My Head & My Heart,Ava Max,Electronic/Dance,0.614,0.934,0.436,78,2021
1L4MQJhKyrw0XiF0n0C2hL,Who You Are To Me (feat. Lady A),Chris Tomlin;Lady A,Other,0.586,0.791,0.305,57,2020
1LwSnnsoKcAUv9TPFEZ7iQ,麻痺,yama,Pop,0.532,0.932,0.738,56,2021
1MOOJuxUu9QiQE9GgkYYPb,My Person,Spencer Crandall,Country,0.567,0.753,0.756,61,2021
1MZtr7IH5qtjIkqrXj8WOJ,Essence (feat. Justin Bieber & Tems),Wizkid;Justin Bieber;Tems,Electronic/Dance,0.836,0.69,0.586,64,2021
1NX33DecZrq4ZUGDc47AfN,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")",Arijit Singh,Pop,0.566,0.541,0.31,64,2021
1O5mTSQa0sCce9ghhDqIZl,Jashn-E-Bahaaraa,A.R. Rahman;Javed Ali,Pop,0.7,0.343,0.488,70,2021
1REX2q4Fverp8zH7KuSeZC,If I Die Young (Glee Cast Version),Glee Cast,Other,0.717,0.382,0.358,57,2020
1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),Lil Nas X,Hip-Hop/Rap,0.593,0.503,0.71,83,2021
1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,Pop,0.671,0.673,0.494,85,2021
